epoch;loss;loss_point;loss_roi;rmse;mae;rsq;rmse_score;mae_score;rsq_score;fscore_sum_0.3;fscore_avg_0.3;fscore_sum_0.3_score;fscore_avg_0.3_score;fscore_sum_0.5;fscore_avg_0.5;fscore_sum_0.5_score;fscore_avg_0.5_score;fscore_sum_0.7;fscore_avg_0.7;fscore_sum_0.7_score;fscore_avg_0.7_score;precis_sum_0.3;recall_sum_0.3;ap_sum_0.3;apBAD_sum_0.3;precis_avg_0.3;recall_avg_0.3;ap_avg_0.3;apBAD_avg_0.3;precis_sum_0.5;recall_sum_0.5;ap_sum_0.5;apBAD_sum_0.5;precis_avg_0.5;recall_avg_0.5;ap_avg_0.5;apBAD_avg_0.5;precis_sum_0.7;recall_sum_0.7;ap_sum_0.7;apBAD_sum_0.7;precis_avg_0.7;recall_avg_0.7;ap_avg_0.7;apBAD_avg_0.7;eval_time;epoch_time
1;15.42374;1.91862;13.50511;4.34248;2.61654;0.39295;0.01000;0.01000;0.08000;0.39302;0.48102;0.08000;0.08000;0.07490;0.09510;0.37000;0.37000;0.00281;0.00355;0.39000;0.01000;0.49673;0.32513;0.17880;0.17880;0.53715;0.45278;0.29613;0.29613;0.10651;0.05775;0.00747;0.00747;0.11249;0.08666;0.03182;0.03182;0.00408;0.00214;0.00004;0.00004;0.00376;0.00338;0.00116;0.00116;61.87253;99.44239
2;2.40421;2.13691;0.26730;3.96412;2.52632;0.44683;0.01000;0.01000;0.01000;0.36149;0.39144;0.01000;0.01000;0.07584;0.08259;0.15000;0.15000;0.00146;0.00167;0.25000;0.23000;0.43111;0.31123;0.13528;0.13528;0.45107;0.36219;0.20347;0.20347;0.09501;0.06310;0.00579;0.00579;0.09743;0.07548;0.02256;0.02256;0.00231;0.00107;0.00000;0.00000;0.01003;0.00125;0.00001;0.00001;59.05250;94.93611
3;26.27064;1.93413;24.33652;3.91642;2.40602;0.48576;0.01000;0.01000;0.01000;0.42508;0.45395;0.10000;0.01000;0.07821;0.08750;0.07000;0.13000;0.00866;0.00793;0.23000;0.23000;0.51364;0.36257;0.18785;0.18785;0.52364;0.42179;0.27712;0.27712;0.09320;0.06738;0.00821;0.00821;0.10200;0.08180;0.03504;0.03504;0.01333;0.00642;0.00007;0.00007;0.04812;0.00657;0.00086;0.00086;60.99374;93.83916
4;22.76696;1.55812;21.20884;4.36493;2.72180;0.45934;0.01000;0.01000;0.01000;0.46417;0.57790;0.04000;0.03000;0.18672;0.24143;0.04000;0.04000;0.02836;0.03660;0.12000;0.01000;0.60239;0.37754;0.27679;0.27679;0.64066;0.54844;0.44870;0.44870;0.24232;0.15187;0.04290;0.04290;0.26423;0.22795;0.11027;0.11027;0.04691;0.02032;0.00111;0.00111;0.03947;0.03503;0.01205;0.01205;60.71571;93.43048
5;12.95941;1.61072;11.34869;4.11489;2.45113;0.46390;0.01000;0.01000;0.01000;0.51683;0.60611;0.02000;0.02000;0.21414;0.27060;0.11000;0.07000;0.01149;0.01153;0.13000;0.09000;0.63594;0.43529;0.31103;0.31103;0.66745;0.57443;0.46575;0.46575;0.30972;0.16364;0.05705;0.05705;0.29467;0.25642;0.14726;0.14726;0.01751;0.00856;0.00026;0.00026;0.03584;0.01037;0.00437;0.00437;59.85044;93.72985
6;23.84442;1.50549;22.33893;4.41971;2.70677;0.36314;0.01000;0.01000;0.01000;0.51081;0.60271;0.05000;0.01000;0.22297;0.29428;0.05000;0.04000;0.02224;0.03153;0.07000;0.06000;0.69358;0.40428;0.31204;0.31204;0.67508;0.56571;0.47566;0.47566;0.30275;0.17647;0.05696;0.05696;0.32106;0.27825;0.15459;0.15459;0.03175;0.01711;0.00076;0.00076;0.04280;0.02945;0.01246;0.01246;60.28641;93.37797
7;10.63903;1.59043;9.04860;4.05229;2.37594;0.42785;0.01000;0.01000;0.01000;0.53316;0.60458;0.02000;0.01000;0.21352;0.24782;0.02000;0.01000;0.01738;0.02256;0.05000;0.13000;0.65123;0.45134;0.29854;0.29854;0.66653;0.57466;0.45715;0.45715;0.26080;0.18075;0.04740;0.04740;0.26828;0.23558;0.11535;0.11535;0.02317;0.01390;0.00040;0.00040;0.16466;0.01782;0.00727;0.00727;60.30416;92.80169
8;16.07921;1.46979;14.60941;4.51813;2.77444;0.38801;0.01000;0.01000;0.01000;0.52937;0.62022;0.01000;0.01000;0.26742;0.33432;0.05000;0.01000;0.05158;0.06126;0.06000;0.02000;0.69138;0.42888;0.34139;0.34139;0.70490;0.57588;0.49255;0.49255;0.39095;0.20321;0.08902;0.08902;0.36746;0.31521;0.19677;0.19677;0.07809;0.03850;0.00512;0.00512;0.06962;0.05647;0.02836;0.02836;60.24016;92.73798
9;11.23010;1.56139;9.66871;4.27618;2.46617;0.28430;0.01000;0.01000;0.01000;0.55639;0.61327;0.01000;0.01000;0.24446;0.27811;0.02000;0.02000;0.03283;0.03754;0.09000;0.09000;0.67171;0.47487;0.32350;0.32350;0.67975;0.58072;0.46456;0.46456;0.29969;0.20642;0.05724;0.05724;0.30314;0.26415;0.12838;0.12838;0.04554;0.02567;0.00100;0.00100;0.08824;0.03438;0.01013;0.01013;58.68003;92.45857
10;16.33975;1.48028;14.85947;4.57025;2.73684;0.30058;0.01000;0.01000;0.01000;0.51926;0.61345;0.02000;0.01000;0.25923;0.32280;0.05000;0.02000;0.03902;0.05216;0.05000;0.11000;0.68476;0.41818;0.32758;0.32758;0.67624;0.58128;0.48355;0.48355;0.37200;0.19893;0.08892;0.08892;0.34740;0.30816;0.19292;0.19292;0.05600;0.02995;0.00192;0.00192;0.18258;0.04466;0.01838;0.01838;59.50352;92.42254
11;23.49338;1.48004;22.01333;4.01688;2.39098;0.35643;0.01000;0.01000;0.01000;0.54244;0.60119;0.02000;0.01000;0.25111;0.27762;0.07000;0.02000;0.04095;0.04899;0.13000;0.13000;0.63821;0.47166;0.31487;0.31487;0.65612;0.57441;0.44517;0.44517;0.30841;0.21176;0.06337;0.06337;0.29899;0.26558;0.12770;0.12770;0.05354;0.03316;0.00172;0.00172;0.08634;0.04530;0.01464;0.01464;59.99858;92.74597
12;10.01218;1.60338;8.40879;4.74619;2.90226;0.29481;0.01000;0.01000;0.01000;0.48331;0.60744;0.01000;0.01000;0.25508;0.34346;0.03000;0.03000;0.04345;0.05926;0.03000;0.02000;0.64298;0.38717;0.29877;0.29877;0.66905;0.57332;0.47736;0.47736;0.36992;0.19465;0.10027;0.10027;0.38659;0.32691;0.23135;0.23135;0.06301;0.03316;0.00272;0.00272;0.06454;0.05589;0.02553;0.02553;59.90969;92.53592
13;22.19749;1.36190;20.83559;4.03090;2.32331;0.45427;0.01000;0.01000;0.01000;0.57995;0.65161;0.03000;0.02000;0.31691;0.37105;0.10000;0.04000;0.07080;0.08347;0.13000;0.13000;0.71295;0.48877;0.38392;0.38392;0.71369;0.62084;0.52478;0.52478;0.41975;0.25455;0.11646;0.11646;0.39749;0.35521;0.21780;0.21780;0.09738;0.05561;0.00518;0.00518;0.12086;0.07920;0.02876;0.02876;58.75745;91.15955
14;8.37902;1.66979;6.70923;4.91889;3.24812;0.30297;0.01000;0.01000;0.02000;0.43347;0.54641;0.01000;0.02000;0.19523;0.26970;0.05000;0.05000;0.03692;0.05442;0.08000;0.02000;0.60421;0.33797;0.24956;0.24956;0.64702;0.49629;0.39283;0.39283;0.30134;0.14439;0.05653;0.05653;0.30927;0.24834;0.14225;0.14225;0.06575;0.02567;0.00193;0.00193;0.05965;0.05134;0.01723;0.01723;59.45321;91.64276
15;19.31986;1.46908;17.85078;3.98116;2.39098;0.53977;0.01000;0.01000;0.01000;0.56116;0.63824;0.01000;0.01000;0.28044;0.34230;0.03000;0.02000;0.05609;0.06841;0.03000;0.03000;0.68356;0.47594;0.37805;0.37805;0.70317;0.60273;0.50565;0.50565;0.38899;0.21925;0.10240;0.10240;0.37611;0.32297;0.20433;0.20433;0.07780;0.04385;0.00320;0.00320;0.07783;0.06272;0.01855;0.01855;57.60830;92.30370
16;23.53442;1.48048;22.05394;4.28057;2.57895;0.36122;0.01000;0.01000;0.01000;0.52016;0.57718;0.02000;0.01000;0.25488;0.29232;0.02000;0.02000;0.02861;0.03529;0.02000;0.01000;0.66335;0.42781;0.32940;0.32940;0.64620;0.54251;0.44246;0.44246;0.32504;0.20963;0.08543;0.08543;0.32564;0.27217;0.16018;0.16018;0.03648;0.02353;0.00106;0.00106;0.03793;0.03348;0.01318;0.01318;57.51336;91.61602
