epoch;loss;rmse;mae;rsq;rmse_score;mae_score;rsq_score;fscore_sum_0.3;fscore_avg_0.3;fscore_sum_0.3_score;fscore_avg_0.3_score;fscore_sum_0.5;fscore_avg_0.5;fscore_sum_0.5_score;fscore_avg_0.5_score;fscore_sum_0.7;fscore_avg_0.7;fscore_sum_0.7_score;fscore_avg_0.7_score;precis_sum_0.3;recall_sum_0.3;ap_sum_0.3;apBAD_sum_0.3;precis_avg_0.3;recall_avg_0.3;ap_avg_0.3;apBAD_avg_0.3;precis_sum_0.5;recall_sum_0.5;ap_sum_0.5;apBAD_sum_0.5;precis_avg_0.5;recall_avg_0.5;ap_avg_0.5;apBAD_avg_0.5;precis_sum_0.7;recall_sum_0.7;ap_sum_0.7;apBAD_sum_0.7;precis_avg_0.7;recall_avg_0.7;ap_avg_0.7;apBAD_avg_0.7;eval_time;epoch_time
1;10.31674;8.61106;7.32331;0.00000;0.01000;0.01000;0.00000;0.00000;0.00000;0.01000;0.01000;0.00000;0.00000;0.01000;0.01000;0.00000;0.00000;0.01000;0.01000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;15.51497;23.50232
2;10.18409;8.61106;7.32331;0.00000;0.01000;0.01000;0.00000;0.00000;0.00000;0.01000;0.01000;0.00000;0.00000;0.01000;0.01000;0.00000;0.00000;0.01000;0.01000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;14.09105;16.99549
3;7.01954;7.16350;5.36090;0.02683;0.10000;0.10000;0.03000;0.02344;0.01424;0.10000;0.10000;0.00000;0.00000;0.01000;0.01000;0.00000;0.00000;0.01000;0.01000;0.04092;0.01643;0.00097;0.00097;0.36214;0.01505;0.00959;0.00959;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;14.81015;16.51854
4;3.09389;4.30771;2.90977;0.23788;0.20000;0.22000;0.17000;0.55969;0.58393;0.21000;0.21000;0.17704;0.19131;0.22000;0.23000;0.01095;0.01671;0.21000;0.29000;0.59977;0.52464;0.45453;0.45453;0.60143;0.63206;0.56634;0.56634;0.19949;0.15914;0.05815;0.05815;0.22377;0.19424;0.10864;0.10864;0.01174;0.01027;0.00014;0.00014;0.16792;0.01361;0.00400;0.00400;14.97813;16.56143
5;2.54123;3.95748;2.54887;0.35868;0.25000;0.25000;0.20000;0.60964;0.64456;0.26000;0.27000;0.21522;0.22093;0.29000;0.29000;0.01576;0.01761;0.27000;0.27000;0.64490;0.57803;0.52765;0.52765;0.68481;0.67185;0.63602;0.63602;0.25565;0.18583;0.07310;0.07310;0.24987;0.22168;0.12355;0.12355;0.01743;0.01437;0.00060;0.00060;0.03262;0.01856;0.00552;0.00552;15.81082;17.53343
6;2.52797;3.60972;2.27820;0.39920;0.24000;0.25000;0.24000;0.57682;0.62374;0.26000;0.24000;0.22120;0.23585;0.27000;0.27000;0.01455;0.01766;0.24000;0.24000;0.62726;0.53388;0.47598;0.47598;0.61890;0.66368;0.59254;0.59254;0.25032;0.19815;0.07971;0.07971;0.26469;0.23364;0.13058;0.13058;0.01472;0.01437;0.00033;0.00033;0.01788;0.01769;0.00281;0.00281;15.30881;16.82256
7;1.98792;2.92385;1.86466;0.62233;0.24000;0.26000;0.24000;0.68458;0.72070;0.25000;0.26000;0.30903;0.37452;0.28000;0.28000;0.02034;0.02553;0.24000;0.25000;0.66409;0.70637;0.63930;0.63930;0.71189;0.76624;0.73560;0.73560;0.32870;0.29158;0.13430;0.13430;0.37517;0.38813;0.23149;0.23149;0.01925;0.02156;0.00076;0.00076;0.02519;0.02640;0.00775;0.00775;15.86726;16.78659
8;1.98070;3.19774;2.15789;0.50599;0.27000;0.28000;0.27000;0.66872;0.71848;0.27000;0.27000;0.30808;0.35294;0.26000;0.26000;0.03694;0.04768;0.29000;0.29000;0.66803;0.66940;0.59856;0.59856;0.71371;0.77104;0.72126;0.72126;0.29942;0.31725;0.13744;0.13744;0.33545;0.39699;0.21865;0.21865;0.03922;0.03491;0.00257;0.00257;0.04811;0.05131;0.01566;0.01566;15.57915;17.73447
9;1.99730;2.84565;1.81955;0.61146;0.24000;0.25000;0.25000;0.69206;0.73722;0.26000;0.25000;0.34276;0.37686;0.26000;0.25000;0.04022;0.04663;0.23000;0.23000;0.73611;0.65298;0.62480;0.62480;0.74508;0.76359;0.72567;0.72567;0.36458;0.32341;0.17333;0.17333;0.37469;0.39210;0.23745;0.23745;0.03941;0.04107;0.00296;0.00296;0.04400;0.05082;0.01492;0.01492;15.72028;17.04421
10;1.71424;2.94179;1.82707;0.59362;0.24000;0.26000;0.23000;0.76345;0.79801;0.29000;0.29000;0.44310;0.47721;0.28000;0.28000;0.06930;0.08019;0.27000;0.28000;0.84074;0.69918;0.74784;0.74784;0.85845;0.78659;0.81943;0.81943;0.47692;0.41376;0.27043;0.27043;0.48817;0.48243;0.35060;0.35060;0.07331;0.06571;0.00775;0.00775;0.08014;0.08251;0.03156;0.03156;17.35931;16.81510
11;1.65821;2.66980;1.63158;0.66757;0.25000;0.27000;0.25000;0.74638;0.79150;0.29000;0.29000;0.45151;0.53569;0.31000;0.31000;0.06140;0.07784;0.32000;0.32000;0.78114;0.71458;0.70120;0.70120;0.80922;0.80285;0.79565;0.79565;0.49390;0.41581;0.29189;0.29189;0.55861;0.53084;0.41573;0.41573;0.06879;0.05544;0.00578;0.00578;0.08299;0.07485;0.02601;0.02601;17.68220;15.37046
12;1.75336;3.51367;2.27068;0.42888;0.29000;0.31000;0.23000;0.68042;0.73940;0.36000;0.36000;0.43396;0.50188;0.36000;0.36000;0.08344;0.10663;0.40000;0.40000;0.79917;0.59240;0.62252;0.62252;0.79856;0.73084;0.74509;0.74509;0.50970;0.37782;0.29468;0.29468;0.52214;0.50461;0.40879;0.40879;0.10855;0.06776;0.01383;0.01383;0.12256;0.10467;0.05032;0.05032;16.06791;17.23659
13;1.70993;2.20219;1.22556;0.76982;0.25000;0.25000;0.25000;0.78448;0.81439;0.25000;0.25000;0.45961;0.48203;0.27000;0.24000;0.06725;0.07468;0.34000;0.21000;0.80171;0.76797;0.75277;0.75277;0.82196;0.83474;0.82166;0.82166;0.49068;0.43224;0.28491;0.28491;0.48435;0.49241;0.35211;0.35211;0.08544;0.05544;0.00879;0.00879;0.07575;0.07590;0.02635;0.02635;17.35491;17.16899
14;1.45505;2.27275;1.40602;0.75426;0.22000;0.22000;0.22000;0.77607;0.82060;0.23000;0.23000;0.52660;0.61442;0.25000;0.25000;0.09209;0.11018;0.29000;0.23000;0.80109;0.75257;0.77039;0.77039;0.83118;0.84076;0.85089;0.85089;0.56537;0.49281;0.39229;0.39229;0.63309;0.61536;0.52110;0.52110;0.10833;0.08008;0.02030;0.02030;0.11010;0.11412;0.05348;0.05348;15.97356;16.56580
15;1.48390;3.00626;1.74436;0.58089;0.30000;0.34000;0.30000;0.75492;0.79413;0.35000;0.40000;0.52220;0.57670;0.43000;0.41000;0.11950;0.12579;0.47000;0.45000;0.78280;0.72895;0.74436;0.74436;0.85615;0.77096;0.82533;0.82533;0.61678;0.45277;0.39185;0.39185;0.61830;0.55857;0.48835;0.48835;0.15422;0.09754;0.02577;0.02577;0.14113;0.11606;0.06029;0.06029;17.80356;16.10331
16;1.30752;1.98869;1.17293;0.81359;0.27000;0.30000;0.27000;0.79836;0.84599;0.28000;0.28000;0.55951;0.65406;0.34000;0.28000;0.14268;0.20082;0.42000;0.42000;0.79592;0.80082;0.79460;0.79460;0.83823;0.87507;0.87224;0.87224;0.61044;0.51643;0.43788;0.43788;0.64393;0.68057;0.58247;0.58247;0.17791;0.11910;0.03904;0.03904;0.22805;0.18742;0.10273;0.10273;17.31926;15.56541
17;1.34626;1.93892;1.21805;0.82303;0.23000;0.23000;0.23000;0.79753;0.82822;0.23000;0.23000;0.56489;0.64803;0.30000;0.27000;0.15094;0.18877;0.30000;0.28000;0.79835;0.79671;0.79459;0.79459;0.82833;0.84997;0.85768;0.85768;0.63742;0.50719;0.43043;0.43043;0.67498;0.63913;0.55833;0.55833;0.17032;0.13552;0.03268;0.03268;0.19844;0.18250;0.07712;0.07712;16.06669;16.60199
18;1.59914;1.90764;1.15789;0.82889;0.26000;0.25000;0.26000;0.77475;0.80898;0.28000;0.28000;0.50746;0.53040;0.30000;0.28000;0.10552;0.11186;0.36000;0.26000;0.80894;0.74333;0.75378;0.75378;0.83503;0.80773;0.82061;0.82061;0.54970;0.47125;0.33783;0.33783;0.54927;0.52702;0.39789;0.39789;0.12680;0.09035;0.01918;0.01918;0.11280;0.11337;0.04474;0.04474;15.92352;15.55852
19;1.48691;2.02800;1.17293;0.80252;0.21000;0.22000;0.23000;0.72889;0.79851;0.26000;0.22000;0.49853;0.57710;0.30000;0.26000;0.09900;0.10723;0.30000;0.27000;0.79419;0.67351;0.67952;0.67952;0.79186;0.82279;0.78327;0.78327;0.58506;0.43429;0.34197;0.34197;0.60461;0.56402;0.45212;0.45212;0.11618;0.08624;0.01515;0.01515;0.11062;0.10524;0.03850;0.03850;17.22178;16.77601
20;1.44572;2.69084;1.42105;0.65233;0.32000;0.33000;0.32000;0.79979;0.82869;0.35000;0.35000;0.56066;0.58003;0.38000;0.38000;0.10333;0.09091;0.45000;0.35000;0.82372;0.77721;0.79275;0.79275;0.84957;0.83700;0.84504;0.84504;0.59930;0.52669;0.41302;0.41302;0.60562;0.57479;0.45934;0.45934;0.12254;0.08932;0.01580;0.01580;0.09293;0.09098;0.03348;0.03348;18.54843;15.79462
21;1.41029;2.37784;1.42857;0.73941;0.28000;0.28000;0.31000;0.78387;0.81271;0.31000;0.29000;0.47193;0.54751;0.32000;0.29000;0.07084;0.10240;0.32000;0.32000;0.82280;0.74846;0.79017;0.79017;0.82517;0.83145;0.84781;0.84781;0.50290;0.44456;0.28518;0.28518;0.55120;0.56120;0.41238;0.41238;0.07549;0.06674;0.00701;0.00701;0.10195;0.10596;0.03621;0.03621;16.61629;15.69442
22;1.23136;1.96396;1.18797;0.81756;0.25000;0.27000;0.27000;0.79259;0.82843;0.25000;0.25000;0.58817;0.67743;0.28000;0.25000;0.19731;0.22410;0.36000;0.28000;0.79463;0.79055;0.78509;0.78509;0.83295;0.85183;0.85697;0.85697;0.61130;0.56674;0.43744;0.43744;0.68160;0.69443;0.59473;0.59473;0.22869;0.17351;0.05255;0.05255;0.22963;0.22389;0.10861;0.10861;18.74609;15.34674
23;1.35243;2.99373;1.63910;0.57010;0.25000;0.26000;0.26000;0.78036;0.81758;0.27000;0.26000;0.58338;0.63952;0.32000;0.27000;0.14735;0.15943;0.42000;0.33000;0.82253;0.74230;0.78780;0.78780;0.83259;0.83333;0.85352;0.85352;0.67202;0.51540;0.48801;0.48801;0.64991;0.64721;0.57852;0.57852;0.21195;0.11294;0.03762;0.03762;0.16991;0.15278;0.07320;0.07320;17.61991;15.98417
24;1.36561;2.25782;1.24812;0.75472;0.26000;0.26000;0.26000;0.79617;0.82707;0.28000;0.28000;0.59088;0.64923;0.34000;0.34000;0.13626;0.15453;0.31000;0.29000;0.82652;0.76797;0.77537;0.77537;0.84594;0.83171;0.84939;0.84939;0.65380;0.53901;0.48074;0.48074;0.69486;0.62641;0.58216;0.58216;0.14657;0.12731;0.03041;0.03041;0.16077;0.15380;0.06431;0.06431;16.73403;16.57085
25;1.42743;2.75708;1.63910;0.63007;0.26000;0.28000;0.26000;0.77617;0.80092;0.29000;0.29000;0.53355;0.57138;0.29000;0.29000;0.11111;0.12669;0.35000;0.29000;0.81327;0.74230;0.77360;0.77360;0.82453;0.81350;0.82851;0.82851;0.55906;0.51027;0.41874;0.41874;0.57705;0.58333;0.48199;0.48199;0.12908;0.09754;0.01878;0.01878;0.12584;0.13073;0.04970;0.04970;17.60660;16.79415
26;1.11438;2.62864;1.33083;0.66343;0.28000;0.28000;0.28000;0.84332;0.87812;0.30000;0.30000;0.66201;0.71195;0.32000;0.32000;0.18270;0.19981;0.32000;0.31000;0.86422;0.82341;0.84784;0.84784;0.89052;0.89194;0.90238;0.90238;0.69448;0.63244;0.57079;0.57079;0.72286;0.71638;0.64876;0.64876;0.19166;0.17454;0.04880;0.04880;0.19855;0.20386;0.08644;0.08644;17.87130;16.96259
27;1.39895;3.34372;1.91729;0.47754;0.18000;0.18000;0.14000;0.76249;0.81210;0.21000;0.21000;0.56497;0.63200;0.23000;0.23000;0.11299;0.13835;0.32000;0.32000;0.82971;0.70534;0.74430;0.74430;0.85390;0.81067;0.83419;0.83419;0.62814;0.51335;0.42821;0.42821;0.66819;0.62150;0.53785;0.53785;0.14540;0.09240;0.01945;0.01945;0.15682;0.12812;0.05403;0.05403;16.38532;16.14409
28;1.27742;2.37309;1.25564;0.73317;0.26000;0.26000;0.26000;0.78821;0.83554;0.31000;0.31000;0.60710;0.66660;0.36000;0.34000;0.19521;0.22806;0.48000;0.43000;0.84149;0.74127;0.77440;0.77440;0.85870;0.83649;0.84816;0.84816;0.68653;0.54415;0.48892;0.48892;0.68652;0.65854;0.59251;0.59251;0.25244;0.15914;0.06294;0.06294;0.24691;0.21759;0.12067;0.12067;17.24893;16.12384
29;1.24967;2.29088;1.28571;0.74535;0.27000;0.29000;0.27000;0.81147;0.84369;0.31000;0.31000;0.62081;0.65727;0.42000;0.33000;0.17803;0.20321;0.42000;0.42000;0.84048;0.78439;0.81194;0.81194;0.85947;0.85559;0.87680;0.87680;0.71032;0.55133;0.49350;0.49350;0.67240;0.65650;0.57754;0.57754;0.20370;0.15811;0.04692;0.04692;0.21838;0.19396;0.10177;0.10177;17.65608;16.70876
30;1.31367;3.18950;1.84962;0.50919;0.16000;0.18000;0.16000;0.76093;0.81158;0.20000;0.20000;0.57952;0.65942;0.30000;0.30000;0.18301;0.21772;0.38000;0.20000;0.80205;0.72382;0.72843;0.72843;0.83141;0.83755;0.83105;0.83105;0.70117;0.49384;0.45879;0.45879;0.71737;0.63647;0.58423;0.58423;0.25180;0.14374;0.04851;0.04851;0.21466;0.22692;0.10543;0.10543;16.89232;15.79935
31;1.24580;3.27901;1.75188;0.48718;0.32000;0.31000;0.32000;0.75375;0.82089;0.39000;0.35000;0.56790;0.65650;0.46000;0.35000;0.22264;0.26993;0.53000;0.52000;0.82182;0.69610;0.71433;0.71433;0.83199;0.84290;0.82068;0.82068;0.66437;0.49589;0.44458;0.44458;0.65352;0.67436;0.58121;0.58121;0.28233;0.18378;0.07699;0.07699;0.29296;0.26047;0.15322;0.15322;18.20211;15.65113
