epoch;loss;rmse;mae;rsq;rmse_score;mae_score;rsq_score;fscore_sum_0.3;fscore_avg_0.3;fscore_sum_0.3_score;fscore_avg_0.3_score;fscore_sum_0.5;fscore_avg_0.5;fscore_sum_0.5_score;fscore_avg_0.5_score;fscore_sum_0.7;fscore_avg_0.7;fscore_sum_0.7_score;fscore_avg_0.7_score;precis_sum_0.3;recall_sum_0.3;ap_sum_0.3;apBAD_sum_0.3;precis_avg_0.3;recall_avg_0.3;ap_avg_0.3;apBAD_avg_0.3;precis_sum_0.5;recall_sum_0.5;ap_sum_0.5;apBAD_sum_0.5;precis_avg_0.5;recall_avg_0.5;ap_avg_0.5;apBAD_avg_0.5;precis_sum_0.7;recall_sum_0.7;ap_sum_0.7;apBAD_sum_0.7;precis_avg_0.7;recall_avg_0.7;ap_avg_0.7;apBAD_avg_0.7;eval_time;epoch_time
1;10.43387;8.93433;7.51111;0.00000;0.01000;0.01000;0.00000;0.00000;0.00000;0.01000;0.01000;0.00000;0.00000;0.01000;0.01000;0.00000;0.00000;0.01000;0.01000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;15.72252;24.45680
2;10.28142;8.93433;7.51111;0.00000;0.01000;0.01000;0.00000;0.00000;0.00000;0.01000;0.01000;0.00000;0.00000;0.01000;0.01000;0.00000;0.00000;0.01000;0.01000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;1.00000;0.00000;0.00000;0.00000;16.23753;19.03622
3;6.24796;7.10868;5.22963;0.02298;0.12000;0.12000;0.26000;0.09671;0.08998;0.13000;0.13000;0.00755;0.00711;0.14000;0.14000;0.00000;0.00000;0.01000;0.01000;0.16707;0.06805;0.01700;0.01700;0.40485;0.08871;0.06361;0.06361;0.01608;0.00493;0.00012;0.00012;0.32679;0.00643;0.00359;0.00359;0.00000;0.00000;0.00000;0.00000;0.00741;0.00000;0.00000;0.00000;16.17749;18.07166
4;3.27140;3.05141;2.27407;0.66202;0.19000;0.19000;0.16000;0.39978;0.42842;0.21000;0.19000;0.06722;0.06610;0.20000;0.20000;0.00390;0.00532;0.24000;0.24000;0.44351;0.36391;0.25142;0.25142;0.41176;0.47062;0.33760;0.33760;0.07065;0.06410;0.00738;0.00738;0.07487;0.06822;0.02324;0.02324;0.00571;0.00296;0.00003;0.00003;0.09877;0.00379;0.00087;0.00087;16.63939;18.23778
5;2.61184;2.73523;1.95556;0.75817;0.22000;0.22000;0.20000;0.57922;0.61540;0.24000;0.24000;0.16792;0.19042;0.27000;0.24000;0.00636;0.00646;0.21000;0.21000;0.60538;0.55523;0.48829;0.48829;0.65022;0.62702;0.58944;0.58944;0.20337;0.14300;0.04906;0.04906;0.20841;0.19096;0.09731;0.09731;0.00590;0.00690;0.00008;0.00008;0.00583;0.00735;0.00159;0.00159;16.49485;19.25971
6;2.18131;2.35073;1.65926;0.80847;0.27000;0.27000;0.24000;0.59949;0.63507;0.28000;0.24000;0.21679;0.27558;0.28000;0.28000;0.02051;0.02845;0.39000;0.26000;0.61935;0.58087;0.49073;0.49073;0.59589;0.72217;0.61072;0.61072;0.22397;0.21006;0.06988;0.06988;0.30316;0.27163;0.15216;0.15216;0.03989;0.01381;0.00097;0.00097;0.02762;0.03000;0.01232;0.01232;19.16466;18.89721
7;1.91310;2.75815;1.91852;0.70680;0.24000;0.25000;0.23000;0.67903;0.74684;0.28000;0.27000;0.35593;0.45005;0.28000;0.28000;0.04555;0.06915;0.28000;0.28000;0.73341;0.63215;0.61685;0.61685;0.75628;0.78143;0.74642;0.74642;0.38444;0.33136;0.19376;0.19376;0.45248;0.46715;0.32574;0.32574;0.04920;0.04241;0.00442;0.00442;0.06759;0.07342;0.02575;0.02575;17.08978;18.24681
8;1.89406;1.96073;1.32593;0.84237;0.26000;0.26000;0.25000;0.66502;0.73888;0.26000;0.26000;0.30678;0.40008;0.26000;0.26000;0.03938;0.05184;0.28000;0.28000;0.66733;0.66272;0.59795;0.59795;0.74111;0.76704;0.73901;0.73901;0.30785;0.30572;0.13775;0.13775;0.40006;0.41389;0.26633;0.26633;0.04148;0.03748;0.00303;0.00303;0.06027;0.04902;0.01785;0.01785;16.21138;18.72348
9;1.98343;2.22444;1.60000;0.84172;0.27000;0.27000;0.22000;0.67535;0.70416;0.25000;0.25000;0.25456;0.27477;0.26000;0.26000;0.01166;0.01353;0.29000;0.24000;0.63908;0.71598;0.62519;0.62519;0.66872;0.77244;0.70041;0.70041;0.24813;0.26134;0.09422;0.09422;0.26967;0.29409;0.15218;0.15218;0.01261;0.01085;0.00016;0.00016;0.01208;0.01577;0.00158;0.00158;16.85667;19.57631
10;1.67306;2.29331;1.60000;0.83511;0.35000;0.34000;0.32000;0.70470;0.77144;0.34000;0.31000;0.37041;0.46635;0.35000;0.34000;0.05102;0.06655;0.35000;0.30000;0.71545;0.69428;0.65269;0.65269;0.78211;0.79593;0.78686;0.78686;0.38372;0.35799;0.17935;0.17935;0.50573;0.45447;0.32546;0.32546;0.05285;0.04931;0.00342;0.00342;0.06592;0.06824;0.02150;0.02150;19.03959;18.07412
