epoch;loss;loss_point;loss_roi;rmse;mae;rsq;rmse_score;mae_score;rsq_score;fscore_sum_0.3;fscore_avg_0.3;fscore_sum_0.3_score;fscore_avg_0.3_score;fscore_sum_0.5;fscore_avg_0.5;fscore_sum_0.5_score;fscore_avg_0.5_score;fscore_sum_0.7;fscore_avg_0.7;fscore_sum_0.7_score;fscore_avg_0.7_score;precis_sum_0.3;recall_sum_0.3;ap_sum_0.3;apBAD_sum_0.3;precis_avg_0.3;recall_avg_0.3;ap_avg_0.3;apBAD_avg_0.3;precis_sum_0.5;recall_sum_0.5;ap_sum_0.5;apBAD_sum_0.5;precis_avg_0.5;recall_avg_0.5;ap_avg_0.5;apBAD_avg_0.5;precis_sum_0.7;recall_sum_0.7;ap_sum_0.7;apBAD_sum_0.7;precis_avg_0.7;recall_avg_0.7;ap_avg_0.7;apBAD_avg_0.7;eval_time;epoch_time
1;21.96914;1.81986;20.14928;5.74001;3.81343;0.22766;0.01000;0.01000;0.10000;0.34159;0.44006;0.19000;0.19000;0.06389;0.08876;0.19000;0.01000;0.00398;0.00612;0.25000;0.21000;0.51373;0.25586;0.14849;0.14849;0.52496;0.40011;0.27303;0.27303;0.09608;0.04785;0.00463;0.00463;0.09809;0.08349;0.02928;0.02928;0.00620;0.00293;0.00003;0.00003;0.00647;0.00586;0.00232;0.00232;63.45516;100.16836
2;23.27142;1.68125;21.59018;5.70611;3.63433;0.13030;0.01000;0.01000;0.01000;0.33085;0.43260;0.04000;0.01000;0.08462;0.11410;0.13000;0.06000;0.00308;0.00373;0.34000;0.34000;0.45548;0.25977;0.11713;0.11713;0.51246;0.39543;0.27335;0.27335;0.12313;0.06445;0.00717;0.00717;0.13117;0.10510;0.03878;0.03878;0.00733;0.00195;0.00001;0.00001;0.17786;0.00274;0.00073;0.00073;61.99172;96.46967
3;10.37271;1.75890;8.61381;5.10121;3.36567;0.39828;0.02000;0.02000;0.02000;0.38698;0.43315;0.04000;0.04000;0.09636;0.11097;0.06000;0.06000;0.00394;0.00318;0.15000;0.07000;0.52152;0.30762;0.16795;0.16795;0.52251;0.39743;0.26990;0.26990;0.13109;0.07617;0.01009;0.01009;0.13426;0.10137;0.03281;0.03281;0.00604;0.00293;0.00001;0.00001;0.00522;0.00238;0.00022;0.00022;60.70488;95.91173
4;19.95982;1.67584;18.28398;4.99029;3.19403;0.33333;0.02000;0.01000;0.02000;0.38800;0.45256;0.04000;0.03000;0.10677;0.13863;0.06000;0.03000;0.00429;0.00472;0.17000;0.17000;0.51967;0.30957;0.17339;0.17339;0.51940;0.41736;0.29194;0.29194;0.14651;0.08398;0.01301;0.01301;0.15497;0.12905;0.05455;0.05455;0.00802;0.00293;0.00003;0.00003;0.14925;0.00355;0.00102;0.00102;60.81264;94.93987
5;21.76809;1.89236;19.87574;4.52357;2.95522;0.34740;0.01000;0.01000;0.01000;0.40363;0.38940;0.03000;0.03000;0.11852;0.09983;0.05000;0.05000;0.01554;0.01670;0.10000;0.10000;0.48108;0.34766;0.16035;0.16035;0.46754;0.35339;0.19821;0.19821;0.14227;0.10156;0.01354;0.01354;0.12642;0.08643;0.02551;0.02551;0.02003;0.01270;0.00022;0.00022;0.02104;0.01455;0.00256;0.00256;59.67384;94.81245
6;24.69511;1.58333;23.11178;5.13330;3.38060;0.51426;0.01000;0.01000;0.03000;0.39064;0.44885;0.04000;0.05000;0.12402;0.14944;0.07000;0.03000;0.00923;0.01406;0.08000;0.05000;0.55376;0.30176;0.19057;0.19057;0.56923;0.39375;0.28407;0.28407;0.18701;0.09277;0.02274;0.02274;0.17870;0.13336;0.05745;0.05745;0.01420;0.00684;0.00010;0.00010;0.01604;0.01306;0.00368;0.00368;60.23483;94.82808
7;24.78315;1.60166;23.18150;4.72450;3.03731;0.57588;0.01000;0.01000;0.01000;0.39904;0.45948;0.01000;0.01000;0.13850;0.17039;0.05000;0.01000;0.01183;0.01381;0.07000;0.07000;0.52126;0.32324;0.17948;0.17948;0.53725;0.41871;0.28711;0.28711;0.19818;0.10645;0.02323;0.02323;0.19276;0.15771;0.06421;0.06421;0.01811;0.00879;0.00021;0.00021;0.03850;0.01249;0.00460;0.00460;58.92604;94.38101
8;21.95555;1.75938;20.19617;4.75363;3.02985;0.35919;0.01000;0.01000;0.01000;0.41461;0.42425;0.01000;0.01000;0.12367;0.11614;0.01000;0.01000;0.01456;0.01061;0.03000;0.03000;0.52226;0.34375;0.17607;0.17607;0.51509;0.38428;0.24883;0.24883;0.15579;0.10254;0.01489;0.01489;0.14134;0.10482;0.03340;0.03340;0.01923;0.01172;0.00017;0.00017;0.01435;0.00900;0.00135;0.00135;59.54514;93.25644
9;12.05708;1.63461;10.42247;5.02085;3.13433;0.40858;0.01000;0.01000;0.01000;0.40147;0.44836;0.02000;0.01000;0.13342;0.16312;0.05000;0.03000;0.02878;0.03736;0.05000;0.05000;0.54050;0.31934;0.19389;0.19389;0.53503;0.40809;0.28320;0.28320;0.20198;0.09961;0.02049;0.02049;0.18904;0.15050;0.05909;0.05909;0.04356;0.02148;0.00180;0.00180;0.05199;0.03380;0.01103;0.01103;59.27998;93.32084
10;20.78276;1.68305;19.09971;4.73476;2.91045;0.48033;0.01000;0.01000;0.01000;0.44205;0.48491;0.01000;0.01000;0.17204;0.19930;0.01000;0.01000;0.02362;0.02885;0.07000;0.07000;0.56923;0.36133;0.21906;0.21906;0.56351;0.44776;0.32423;0.32423;0.22154;0.14062;0.03384;0.03384;0.22488;0.18555;0.08367;0.08367;0.03600;0.01758;0.00152;0.00152;0.04691;0.02692;0.01343;0.01343;59.31587;93.23702
11;16.77761;1.64042;15.13719;4.74735;3.08955;0.53648;0.01000;0.01000;0.02000;0.46339;0.48393;0.01000;0.01000;0.12725;0.11954;0.01000;0.01000;0.01543;0.01197;0.16000;0.16000;0.60125;0.37695;0.25411;0.25411;0.58965;0.43254;0.31307;0.31307;0.16511;0.10352;0.02366;0.02366;0.15173;0.10333;0.04099;0.04099;0.02736;0.01074;0.00047;0.00047;0.05075;0.00867;0.00361;0.00361;58.05709;93.21019
12;10.65825;1.60145;9.05680;4.83072;3.05224;0.50760;0.01000;0.01000;0.01000;0.46002;0.53814;0.02000;0.01000;0.18308;0.23155;0.03000;0.02000;0.02020;0.02231;0.03000;0.03000;0.62126;0.36523;0.26354;0.26354;0.61856;0.49655;0.38488;0.38488;0.25893;0.14160;0.04549;0.04549;0.26021;0.21516;0.10581;0.10581;0.02857;0.01562;0.00079;0.00079;0.02600;0.02025;0.00766;0.00766;58.86400;93.31979
13;1.91891;1.83895;0.07996;3.99440;2.64179;0.57670;0.01000;0.01000;0.01000;0.43113;0.40160;0.01000;0.01000;0.14682;0.11573;0.02000;0.02000;0.00724;0.00534;0.03000;0.03000;0.50525;0.37598;0.18989;0.18989;0.46911;0.36686;0.21765;0.21765;0.17989;0.12402;0.02527;0.02527;0.14932;0.09924;0.03500;0.03500;0.00948;0.00586;0.00009;0.00009;0.01556;0.00421;0.00118;0.00118;55.53285;93.50931
14;14.35344;1.56244;12.79101;4.69360;2.91045;0.51707;0.01000;0.01000;0.01000;0.46181;0.52197;0.01000;0.01000;0.19451;0.23631;0.01000;0.01000;0.03222;0.03583;0.01000;0.01000;0.59356;0.37793;0.24847;0.24847;0.59040;0.48437;0.36166;0.36166;0.25000;0.15918;0.04522;0.04522;0.26069;0.22162;0.11248;0.11248;0.04141;0.02637;0.00106;0.00106;0.04088;0.03272;0.00928;0.00928;58.96333;92.41554
15;35.34604;1.47249;33.87356;4.78337;2.95522;0.41402;0.01000;0.01000;0.01000;0.49970;0.56187;0.02000;0.01000;0.24284;0.27354;0.06000;0.02000;0.04272;0.05388;0.15000;0.15000;0.64899;0.40625;0.29857;0.29857;0.63470;0.52578;0.41490;0.41490;0.33505;0.19043;0.06954;0.06954;0.30655;0.25628;0.13613;0.13613;0.06751;0.03125;0.00262;0.00262;0.11580;0.04900;0.01918;0.01918;59.19508;91.54013
16;20.07346;1.51768;18.55578;5.34622;3.32836;0.27119;0.01000;0.01000;0.01000;0.46641;0.56940;0.02000;0.01000;0.23311;0.31697;0.04000;0.01000;0.04451;0.06074;0.07000;0.08000;0.66426;0.35938;0.27638;0.27638;0.64097;0.53602;0.43680;0.43680;0.36214;0.17188;0.07584;0.07584;0.34419;0.30486;0.18896;0.18896;0.07729;0.03125;0.00251;0.00251;0.15617;0.05520;0.02317;0.02317;58.15393;91.87777
17;22.43583;1.46006;20.97576;4.96480;3.06716;0.37181;0.01000;0.01000;0.01000;0.45642;0.53951;0.02000;0.01000;0.21012;0.26158;0.05000;0.03000;0.02730;0.04045;0.08000;0.08000;0.60032;0.36816;0.25269;0.25269;0.59916;0.50920;0.39301;0.39301;0.30540;0.16016;0.05506;0.05506;0.28621;0.24800;0.13526;0.13526;0.04535;0.01953;0.00149;0.00149;0.07674;0.03689;0.01873;0.01873;58.58481;91.21768
18;25.38957;1.59247;23.79710;5.02234;3.11940;0.34959;0.01000;0.01000;0.01000;0.50061;0.52716;0.01000;0.01000;0.20916;0.22661;0.03000;0.01000;0.03377;0.03703;0.04000;0.04000;0.65974;0.40332;0.25920;0.25920;0.62760;0.48265;0.36581;0.36581;0.28547;0.16504;0.04703;0.04703;0.25699;0.20967;0.10451;0.10451;0.04696;0.02637;0.00130;0.00130;0.06606;0.03340;0.01079;0.01079;58.30888;91.98908
